churned,id,customer_code,co_name,total_spend
0,1268,967,Harris Conley and Dixon,23446.59
0,1269,1719,Ortiz Inc,1064.48
0,1270,1021,West-Case,5823.63
0,1271,1965,Rivas-Tyler,18093.44
0,1272,817,Moss Reynolds and Rogers,69948.69
0,1273,282,Morris-Hernandez,76328.52
0,1274,2654,Smith LLC,49667.71
0,1275,324,Delgado Moreno and Rodriguez,74224.53
0,1276,2883,Jackson PLC,71386.06
0,1277,754,Banks Hurley and Johnson,37032.35
0,1278,560,Smith Nelson and Johnson,77445.83
0,1279,13,Hunt PLC,15414.5
0,1280,2588,Mullen Ellis and Smith,56672.77
0,1281,376,Tyler Ltd,34522.8
0,1282,385,Glass Terrell and Hicks,26159.65
0,1283,889,Knapp Mcmillan and Obrien,35151.68
0,1284,1012,Parks-Williams,18794.13
0,1285,2426,Green Proctor and Caldwell,2874.23
0,1286,1562,Wright-Blankenship,79526.48
0,1287,114,Ferrell Thomas and Sims,19063.05
0,1288,2805,Dyer and Sons,50985.23
0,1289,1943,Gonzales PLC,41489.56
0,1290,1785,Duarte PLC,29636.18
0,1291,39,Taylor LLC,21349.37
0,1292,1034,Lopez-Myers,64966.09
0,1293,2782,Fischer Miller and Miller,29843.59
0,1294,2416,Jones and Sons,33896.46
0,1295,2896,Beltran-Santos,77868.46
0,1296,21,Garcia and Sons,29755.99
0,1297,7,Garner Inc,63339.86
0,1298,927,Thomas-Johnson,59981.95
0,1299,1383,Church and Sons,55654.83
0,1300,2918,Leon Sosa and Mckinney,75650.34
0,1301,498,Green LLC,45277.26
0,1302,281,Lopez Ltd,3762.45
0,1303,362,Dawson-Perez,5156.87
1,1304,1751,Tran-Wade,18401.24
0,1305,2461,Williams Group,14334
0,1306,2323,Nguyen Group,39772.1
0,1307,1955,Wright-Harris,13645.22
0,1308,1734,Mcfarland Davila and Martin,68204.41
0,1309,267,Flowers Ltd,61085
0,1310,1856,Chambers Group,41438.42
0,1311,1853,King-Miller,40625.82
0,1312,1375,Garcia Wilcox and Bailey,25773.13
0,1313,865,Chavez-Hill,32191.62
0,1314,2222,Chang Mathis and Barton,22106.81
0,1315,1203,Curtis Ltd,2112.83
0,1316,2036,Ochoa Garza and Russo,45951.06
0,1317,606,Parker-Graham,72825.25
0,1318,2653,Petty-Yates,79350.42
0,1319,2521,Beasley Simon and Meadows,48704.68
0,1320,903,Alexander Inc,40179.73
0,1321,2694,Brown-Baker,17709.31
0,1322,2450,Mason Henry and Anderson,29444.25
0,1323,997,Combs Inc,32359.7
0,1324,2886,Short PLC,62627.03
0,1325,1828,Walker Group,45880.13
0,1326,1957,Beck and Sons,62519.59
0,1327,600,Morgan-Jones,54240.95
0,1328,2519,Jackson Inc,39537.46
0,1329,489,Smith-Hall,31182.28
0,1330,1870,Ortiz Avila and Young,58815.49
0,1331,1916,Lopez-Dunn,25305.21
0,1332,2351,Ellison-Horne,63759.61
0,1333,491,Bell Olson and Shepard,52742.42
0,1334,2926,Vargas Fletcher and Mcdowell,57270.87
0,1335,1253,Carter-Kelly,19949.08
0,1336,411,Baldwin LLC,24245.95
0,1337,1452,Chan Ltd,69908.25
1,1338,1858,Hernandez Inc,51607.17
0,1339,2346,Joyce Group,15083.35
0,1340,2977,Montoya-Everett,21262.57
0,1341,785,Gonzalez-Martin,1056.89
0,1342,659,Ramos Inc,61474.14
0,1343,365,Mullins-Roach,16586.69
0,1344,290,Roman LLC,13086.83
0,1345,2933,Chandler-Williams,61031.83
0,1346,2882,Franklin Group,27537.69
0,1347,187,Bell Ltd,41908.87
0,1348,1805,Ayala Smith and Hughes,54704.02
0,1349,1818,Watson-Mckinney,4102.06
0,1350,2177,Kelly Ltd,33401.11
0,1351,1238,Rollins Inc,28877.6
0,1352,2526,Cunningham LLC,20145.97
0,1353,1230,Johnson and Sons,28563.75
0,1354,2750,Taylor Galvan and Evans,35595.77
0,1355,429,David-Henderson,23129.74
0,1356,1482,Pennington Delgado and Harris,7412.29
0,1357,2720,Smith PLC,22032.45
0,1358,2119,Phillips-Patterson,8108
0,1359,2009,Williams and Sons,28544.35
0,1360,1711,Boyle-Harris,28524.85
0,1361,1333,Williams-Stewart,56928.33
0,1362,9,Avila Rollins and Johns,3248.48
0,1363,136,Reed Cohen and Alvarez,74577.31
0,1364,379,Gaines Group,37847.68
0,1365,148,Williams-Hunter,64341.12
0,1366,666,Rubio-Hamilton,21955.88
0,1367,1825,Johnson PLC,12643.2
0,1368,639,Mayo Inc,4029.88
0,1369,1820,Hanson LLC,75265.8
0,1370,389,Mitchell Ltd,60316.37
0,1371,539,Stein Group,16438.3
0,1372,1002,Kim Snyder and Henry,30671.33
0,1373,1543,Larsen-Young,54263.97
0,1374,2735,Mack Grimes and Griffin,9836.62
0,1375,2399,Gomez Inc,18885.45
0,1376,1309,Ray Cooper and Jackson,9791.59
0,1377,1372,Sparks-Gordon,36367.06
1,1378,1325,Singh-Cole,11463.55
0,1379,238,Espinoza Landry and Fisher,79137.03
0,1380,374,Hurst and Sons,53222.6
0,1381,1156,Smith-Pineda,54754.9
0,1382,296,Giles PLC,42367.78
0,1383,1888,Bowman Soto and Andrews,54783.9
0,1384,2241,Davis Horton and Herrera,8373.99
0,1385,1175,Jackson Craig and Adams,36659
0,1386,2356,Robbins-Love,48944.53
0,1387,2143,Davis Lewis and Barry,9430.17
0,1388,50,Garcia-Hernandez,47284.43
0,1389,46,Burke Novak and Powell,18120.38
0,1390,2003,Jones-Watts,9675.62
0,1391,1195,Ramirez Peterson and Brown,39264.07
0,1392,626,James Group,25572.55
1,1393,662,Meyer-Hall,71528.99
0,1394,1026,Harris LLC,2391.16
0,1395,2599,Gonzalez Davis and Reese,16625.28
0,1396,388,Ruiz Cabrera and Ortega,55219.33
0,1397,1246,Sanchez and Sons,39013.85
0,1398,2181,Davis Smith and Gonzalez,9011.14
0,1399,86,Harrington Johnson and Torres,78962.83
0,1400,457,Gross PLC,2785.41
0,1401,2876,Villegas Ltd,41833.45
0,1402,2034,Wright PLC,42094.94
1,1403,2014,Sanchez Ltd,56778.94
0,1404,1760,Carroll LLC,67167.1
0,1405,2335,Cook-Sanchez,50534.18
0,1406,2911,Wood-Dougherty,36493.85
0,1407,2413,Martinez PLC,72352.49
0,1408,920,Bowen LLC,72527.81
0,1409,2428,Coleman-Bridges,21412.35
0,1410,1020,Rodriguez-Warner,28980.59
0,1411,2083,Thompson Johnston and Costa,51124.42
0,1412,739,Nguyen Grant and Wade,26865.11
0,1413,926,Long Saunders and Garcia,9011.64
0,1414,224,Cruz and Sons,15725.45
0,1415,355,Fernandez-Vaughn,5994.43
1,1416,1479,Mejia and Sons,4045.9
0,1417,1649,Martin and Sons,38710.28
0,1418,2306,Jarvis-Ramirez,46258.93
0,1419,1864,Lee and Sons,60674.21
1,1420,118,Brown LLC,43718.45
0,1421,1111,Smith and Sons,48485.22
0,1422,781,Santana Deleon and Rivera,40514.55
0,1423,2466,Chang-Walker,66434.46
0,1424,1833,Roberts Frye and Rodriguez,1959.93
0,1425,2889,Brown-Bowen,29842.21
0,1426,2020,Newton-Johnson,17717.83
0,1427,392,Tran Inc,31859.6
0,1428,2967,Bailey-Mitchell,59354.24
0,1429,1982,Brown-Rogers,72978.34
1,1430,37,Wheeler LLC,60504.83
0,1431,2884,Gonzalez Group,77526.52
0,1432,1065,Lopez PLC,53502.71
0,1433,1518,Sanchez Inc,62057.59
0,1434,2888,Snyder Inc,59659.61
0,1435,435,Rodgers-Salazar,11328.49
0,1436,353,Price-Sullivan,10179.78
0,1437,1295,Thomas Henderson and Smith,37976.35
0,1438,1408,Brown LLC,8060.51
0,1439,649,Robinson PLC,59403.3
0,1440,1091,Dixon Edwards and Brown,33371.67
0,1441,1125,Mccormick Group,44636.37
0,1442,2540,Jordan Shaw and Wells,48068.77
0,1443,1969,Moore-Dean,21660.34
1,1444,36,Roberts-Farmer,73357.01
0,1445,2927,Ruiz Ltd,31419.86
0,1446,1477,Anderson Espinoza and Anderson,63642.36
0,1447,2592,Shaw and Sons,33302.69
0,1448,41,Rivera-Brown,56488.31
0,1449,631,Hawkins PLC,38778.93
0,1450,1023,Davidson-Bates,9126.11
0,1451,2582,Dean and Sons,26588.92
0,1452,1586,Murphy Mendez and Huang,46950.74
0,1453,2337,Murray and Sons,62350.08
0,1454,199,Sawyer-Montgomery,45618.4
0,1455,2932,Murray Group,58107.28
0,1456,2704,Miller Mcknight and Huff,68771.51
0,1457,2478,Brown Chen and Ballard,51599.41
0,1458,947,Dyer Parks and Mason,72867.87
0,1459,1582,Howe Payne and Lester,1100.86
0,1460,441,Mann LLC,18693.46
0,1461,2460,Grant Allen and Mcguire,25027.95
0,1462,2841,Mitchell Stone and Christian,2315.65
0,1463,1827,Atkinson-Fitzpatrick,44470.17
0,1464,2275,Young-Peterson,61892.9
0,1465,2959,Wallace Guerra and Nash,53763.87
0,1466,2453,Harvey-Cook,72665.5
0,1467,1558,Taylor PLC,79164.09
0,1468,1547,Torres Mills and Lee,71509.62
0,1469,456,Alvarado Fields and Moody,25363
0,1470,2966,Johnson Miller and Nelson,43505.73
0,1471,1671,Hendricks Inc,58882.42
0,1472,116,Copeland Patton and Walker,8160.61
0,1473,414,Burnett Nash and Hoover,48651.84
0,1474,1930,Woods Mueller and Benson,15943.36
0,1475,1368,Brewer Sharp and Miller,51697.97
0,1476,330,Weber Ltd,75958.24
0,1477,2774,Bowen LLC,65670.45
0,1478,1101,Green PLC,42147.55
0,1479,2852,Escobar Trevino and Reeves,32640.72
0,1480,2007,Moore Ltd,58068.11
0,1481,2913,Martin Hendricks and Wheeler,48553.97
0,1482,2635,Johnson-Hampton,44803.38
0,1483,92,Hurley Maxwell and Bradley,3689.03
0,1484,1616,Reeves LLC,44866.96
0,1485,1609,Jones Ltd,5148.18
0,1486,793,Reese Walsh and Obrien,40792.72
0,1487,2701,Shelton-Watson,51403.41
1,1488,533,Manning Anderson and Dorsey,26694.91
0,1489,852,Lawson Ltd,19615.54
0,1490,517,Jones PLC,32657.56
0,1491,174,Chapman-Lewis,60574.03
0,1492,1831,Rogers-Henderson,33771.1
0,1493,314,Griffin Johnson and Torres,13909.26
0,1494,48,Heath Ltd,10322.58
0,1495,1324,Brooks-Brown,32658.61
0,1496,537,Lawrence and Sons,64288.54
0,1497,768,Livingston-Juarez,62746.87
0,1498,1123,Ross Inc,29355.8
0,1499,333,Sutton-Price,71397.8
0,1500,1708,Rodriguez Barber and Conway,18836.86
0,1501,827,Friedman-Olsen,47080.25
0,1502,2440,Duffy-Weber,65442.83
0,1503,398,Harris-Johns,9263.76
0,1504,286,Williams-Meza,4023.85
0,1505,2790,Gonzales Cruz and Wright,36385.77
0,1506,2821,Hall Ltd,71711.03
0,1507,291,Mckinney Johnson and Summers,70104.79
0,1508,951,Harris-Ferguson,31730.93
0,1509,1404,Williams Daniel and Yang,50891.02
0,1510,208,Parker Walters and Brooks,11009.25
0,1511,2724,Davis Ball and Johnson,11946.79
0,1512,2556,Miller-Bryant,78879
0,1513,1576,Peterson PLC,54870.35
0,1514,1331,Mack Cooper and Ross,22501.16
0,1515,2382,Martinez Ltd,56894.1
0,1516,655,Alvarez Ltd,66728.48
0,1517,1564,Hunter-Brown,67839.6
0,1518,2686,Johnson-Johnson,40401.74
0,1519,1216,Mata Lucas and Greene,30926.7
0,1520,2214,Marks Gibson and Ayers,13263.7
0,1521,956,Greene Cox and Miller,5299.87
0,1522,669,Maldonado-Mata,35426.31
0,1523,2529,Martin PLC,33151.63
0,1524,220,Bowers Young and Hernandez,79861.98
0,1525,588,Mathis Kline and Carr,17683.61
0,1526,1781,Soto-Gibson,46478.69
0,1527,137,Waters Hubbard and Alvarado,52175.58
0,1528,1510,Jackson Allen and Rogers,37691.26
0,1529,2410,Harrison-Ross,69525.52
0,1530,838,Boone and Sons,61623.38
0,1531,1919,Morgan-Parker,71760.68
0,1532,1355,Hatfield-Copeland,42221.42
0,1533,721,Saunders PLC,49690.4
0,1534,252,Avila Graham and Schmidt,76151.96
0,1535,1809,Fry-Dorsey,47961.69
0,1536,119,Ramirez Hunt and Hanson,4044.44
0,1537,2223,Dean Ltd,2253.27
0,1538,2229,Cooper-Turner,69475.46
0,1539,1464,Berry Ltd,12394.79
0,1540,2652,Cole Maynard and Robinson,34354.3
0,1541,529,Vega Woods and Cain,69539.98
0,1542,2075,Vasquez-Harris,63796.79
0,1543,2484,Patel-Knight,76588.52
0,1544,2104,Peterson-Long,54198.16
0,1545,2334,Wright Robinson and Walker,24366.35
0,1546,823,Harding-Friedman,14795.5
0,1547,1130,Burgess-Campbell,20029.04
0,1548,2563,Martin LLC,2567.65
0,1549,2963,Haas-Lopez,57727.35
0,1550,2456,Browning Group,66133.8
0,1551,625,Henson Group,62692.4
0,1552,1879,Owens-Keller,28332.8
0,1553,17,Mcintosh-Franklin,42343.16
1,1554,248,David Day and Strong,40334.65
0,1555,165,Molina Inc,37733.33
0,1556,292,Klein LLC,66835.09
0,1557,1280,Burch Group,56054.87
0,1558,2953,Smith Palmer and Johnson,42819.43
0,1559,842,Elliott-Rojas,79075.08
0,1560,262,Chavez-Martinez,61430.01
0,1561,280,Davis Perry and Williams,66670.29
0,1562,251,Lewis Ward and Walker,68188.72
0,1563,810,Reynolds Group,6145.01
0,1564,2476,Rose Ltd,9340.1
0,1565,1559,Webb Gordon and Cook,60586.13
0,1566,249,Hatfield-Boyd,21513.88
0,1567,904,Chan Mendoza and Williamson,40663.42
0,1568,930,Alvarado and Sons,55159.97
0,1569,1472,Quinn Taylor and Gregory,22501.46
0,1570,2115,Steele-Garcia,70885.86
0,1571,2610,Wright Pearson and Harris,9865.15
0,1572,1043,Paul Huff and Haley,65140.06
0,1573,2657,Meyers-Tanner,63762.7
0,1574,624,Mcguire PLC,41496.74
0,1575,945,Alvarado-Morales,44670.7
0,1576,72,Davis and Sons,37227.25
0,1577,2531,Williams Inc,74103.67
0,1578,2261,Dillon LLC,72387.85
0,1579,549,Smith Carr and Nelson,61718.38
0,1580,2270,Wright Moreno and Shelton,24513.12
0,1581,1413,Taylor and Sons,66088.32
0,1582,590,Johnson Hansen and Harper,23465.78
0,1583,2863,Roy Inc,53136.17
0,1584,2593,Rush-Lowery,43414.66
0,1585,2116,Hurley LLC,75880.45
0,1586,1384,Brown Ltd,61387.61
0,1587,1417,Wright LLC,64786.85
0,1588,2243,Strickland-Baker,17166.3
0,1589,2801,Smith Hartman and Williams,60404.75
0,1590,2407,Williams LLC,28236.09
0,1591,1713,Jones-Sexton,79733
0,1592,2986,Weaver Rivera and Klein,16266.22
0,1593,2601,Jones-Whitaker,12241.1
0,1594,796,Matthews Henry and Evans,46900.69
0,1595,2557,Ball-Hatfield,66196.59
0,1596,548,Yang Ltd,73305.08
0,1597,1092,Pierce Ferguson and Booker,7192.6
0,1598,1064,Hatfield Cross and Robinson,59947.84
0,1599,1121,Richmond Inc,30078.53
0,1600,2329,Johnson PLC,14592.04
0,1601,2545,Smith PLC,7977.9
0,1602,959,Bell Evans and Stark,9183.82
0,1603,2048,Sanchez-Richardson,16785.5
0,1604,2991,Hernandez Group,20943.4
0,1605,581,Ramirez Group,28538.84
0,1606,490,Green Ltd,75248.51
1,1607,1527,Davis LLC,77049.65
0,1608,2729,Jackson Miles and Rodriguez,49174.31
1,1609,2305,Clark Fleming and Brown,27882.23
0,1610,822,Jones Wyatt and Fernandez,31733.61
0,1611,234,Estrada Carter and Fisher,11485.36
0,1612,2249,Long Inc,62388.07
0,1613,2307,Jackson-Flores,26477.69
0,1614,2740,Lane Blair and Grant,74817.43
0,1615,2698,Morris-Gillespie,14356.84
0,1616,1740,Boyer Brewer and Skinner,20940.46
0,1617,932,Jones Alvarez and Moore,33014.62
1,1618,1139,Mccarty Mitchell and Garcia,44153.71
0,1619,201,Stokes and Sons,25390.59
0,1620,2260,Chase Lawrence and Wood,13226.9
0,1621,2789,Green Davis and Schmitt,55869.12
0,1622,1008,Carter Group,23135.47
0,1623,317,Newton-Peterson,77353.01
0,1624,1992,Weaver Rogers and Chen,37297.4
0,1625,469,Cantu-Wood,31036.92
0,1626,401,Barajas-Shelton,10709.39
0,1627,300,Colon PLC,25688.66
0,1628,577,Reynolds Barrett and Grimes,68511.62
0,1629,156,Ross-Brown,16830.26
0,1630,694,Macias Hutchinson and Washington,46682.37
0,1631,2437,Murray Smith and Williams,26036.13
0,1632,937,Carson-Gomez,76686.93
0,1633,1259,Aguirre and Sons,16851.82
0,1634,2247,Short and Sons,29060.78
1,1635,907,Sharp-King,55314.84
0,1636,2722,Patterson Blake and Chapman,30531.08
0,1637,2802,Mcdonald-Brown,24409.46
0,1638,1343,Bell Martinez and House,11552.3
0,1639,2982,Williams Douglas and Hooper,71941.04
0,1640,242,Clayton-Williams,43670.56
0,1641,1485,Martinez-Brown,61086.34
0,1642,172,Whitaker-Bryant,66824.47
0,1643,1223,Mccarthy Jones and Burke,19375.8
0,1644,420,Kane Bowers and Herman,65177.63
0,1645,190,Barnett Jones and Sanders,63986.09
0,1646,2957,Carpenter-Kline,54518.59
0,1647,759,Jackson-Mccormick,53178.94
0,1648,2266,Brown Gamble and Taylor,32116.58
0,1649,2353,Rhodes-Robles,75013.2
0,1650,2522,Foster-Wright,2113
0,1651,1551,Davis Hood and Lester,46517.81
0,1652,2550,Blanchard-Coffey,66506.06
0,1653,1872,Jackson Miles and Wilcox,66768.53
0,1654,312,Kennedy Ltd,26357.06
0,1655,417,Cohen Ltd,10525.36
0,1656,2710,Thompson Inc,27927.22
0,1657,274,David Brown and Wilson,22875.48
0,1658,2195,Vasquez Adams and Huber,18196.27
0,1659,2833,Pineda-Garcia,47320.07
0,1660,898,Gray-Schwartz,17836.35
0,1661,886,Taylor Ayala and Cook,4475.27
0,1662,295,Bennett-Taylor,35565.08
0,1663,428,Mccoy Inc,12072.09
0,1664,1976,Carter Jordan and Lopez,61311.24
0,1665,2168,Ferguson Davis and Nelson,36738.77
0,1666,191,Walker Inc,63638.68
0,1667,1627,Ferguson and Sons,43011.2
0,1668,1663,Graves Inc,28776.42
0,1669,2677,Garcia-Smith,70342.82
0,1670,2126,Armstrong and Sons,70756.55
0,1671,2662,Sanchez PLC,24356.03
0,1672,1878,Walker Ltd,48490.76
0,1673,380,Davis-Vasquez,14603.3
0,1674,582,Roberts PLC,33396.45
0,1675,1377,Thompson Evans and Jordan,49720.82
0,1676,1055,Gutierrez Ltd,2619.65
0,1677,2462,May-Kline,16677.84
0,1678,2139,Jones Group,1540.73
0,1679,500,Nguyen Russo and Wiggins,61665.44
0,1680,880,Henry-Moon,74393.28
0,1681,2022,House Group,20660.32
0,1682,474,Long-Thomas,41647.94
0,1683,2739,Fitzpatrick Stevenson and Chen,2555.95
0,1684,862,Nichols Ltd,30686.52
0,1685,1603,Roth Inc,79709.62
0,1686,1880,Brown-Dyer,19639.7
0,1687,2907,Davidson-Martinez,57490.32
1,1688,1619,Wood Taylor and Graham,4338.61
0,1689,1179,Burgess Williams and Hickman,43601.05
0,1690,1764,Fields Inc,15853.67
0,1691,1068,Stevens and Sons,37119.57
0,1692,1410,Fisher LLC,66339
0,1693,2016,Cooper PLC,1320.68
0,1694,1184,Smith Moran and Cooper,31520.71
0,1695,519,Murphy Gonzalez and Perkins,51223.99
0,1696,1374,Mitchell-Reed,60215.49
0,1697,2859,Cameron-Davis,13260.74
0,1698,2358,Finley Carey and Edwards,12812.77
0,1699,1058,Stone Jones and Hutchinson,9586.91
0,1700,692,Perry-Washington,10920.37
0,1701,1419,Hughes PLC,14779.87
0,1702,2865,Green Ltd,47973.55
0,1703,2216,King-Murphy,34203.3
0,1704,2875,Conley Group,62777.33
0,1705,170,Bruce-Boone,19568.47
0,1706,2877,Pennington Cox and Brooks,78566.67
0,1707,476,Williams Crawford and Meyer,46548.08
0,1708,2446,Garcia-Peters,15137
0,1709,755,Hall LLC,44017.36
0,1710,2057,Contreras and Sons,35081.12
0,1711,2639,Johnson Group,15808.93
0,1712,1597,Jones Vincent and Lopez,38703.56
0,1713,2822,Martinez-Wood,59034.73
0,1714,2589,Dougherty Mclaughlin and Wall,50687.55
0,1715,2506,Robinson-Martin,66454.81
0,1716,893,Moon Ltd,58029.25
0,1717,2711,Lopez Zuniga and Ramirez,39176.85
0,1718,450,Sparks-Martin,68380.6
0,1719,2497,Ramos Mooney and Anderson,38024.32
0,1720,1323,Harrison and Sons,77499.1
0,1721,2709,Shaffer-Hall,79213.16
0,1722,558,Alvarado Gardner and Cunningham,71513.9
0,1723,2390,Johnson-Martin,33689.28
0,1724,1260,Bridges Rogers and Johnson,75916.13
0,1725,1162,Elliott-Best,65638.04
0,1726,323,Vasquez Ltd,64404.48
0,1727,2861,Hunter-Hughes,48964.23
0,1728,751,Scott Inc,5598.73
0,1729,1741,Caldwell Lopez and Montes,51257.66
0,1730,14,Riley Kelley and Calderon,28808.06
0,1731,2076,May LLC,40923.11
0,1732,2669,Woodard Salas and Smith,11437.21
0,1733,2481,Johnson and Sons,55021.29
0,1734,1534,Carter Perez and Pope,65137.29
1,1735,232,Williamson Preston and Cabrera,41446.15
0,1736,85,Lamb Flores and Ritter,22991.05
0,1737,2366,Wilson Aguilar and Evans,39444.47
0,1738,357,Jenkins LLC,70328.14
0,1739,70,Romero-Golden,47712.07
0,1740,257,Perry Collins and Thompson,21544.02
0,1741,1206,Moore LLC,40908.8
0,1742,995,Henderson Inc,11507.42
0,1743,2185,Phillips Group,21974.32
0,1744,1996,Jones Inc,64278.84
0,1745,329,Walker Hernandez and Acosta,18195.45
0,1746,1686,Mendoza-Martinez,25872.54
0,1747,431,Green Mcmillan and Liu,36161.66
0,1748,1290,Singleton-Nguyen,62257.26
0,1749,2267,Key-Sullivan,35646.71
0,1750,2612,Frederick Park and Schneider,15669.37
0,1751,1334,Stout Martinez and Morris,58426.91
0,1752,1232,Johnson-Castro,19347.17
0,1753,1617,Harris-Dawson,73126.52
0,1754,180,Watkins-Collins,26925.71
0,1755,2718,Brown PLC,7090.86
0,1756,1217,Miller and Sons,54085.69
0,1757,2508,Morales PLC,50654.26
0,1758,480,Ramirez Inc,33681.56
0,1759,393,Kline LLC,4837.15
0,1760,1590,Hunter Ltd,15884.2
0,1761,737,Johnson-Anderson,29532.09
0,1762,834,Fischer-Brock,60853.35
0,1763,2110,Johnson-Moses,42687.79
0,1764,293,Patton-Duncan,1598.7
0,1765,1744,Walker-Serrano,40598.03
1,1766,364,Hood-Walter,73504.58
0,1767,2608,Williams-Brandt,50814.39
0,1768,475,Maddox-Lopez,13455.19
0,1769,2828,Johns Garcia and Simpson,16070.39
0,1770,192,White Rogers and May,55798.76
0,1771,878,White Stuart and Cohen,26465.37
0,1772,2242,Cruz Ltd,45088.3
0,1773,954,Small and Sons,40456.62
0,1774,745,Washington PLC,37200.93
0,1775,2395,Parks and Sons,57078.2
0,1776,1136,Goodman Group,12846.1
0,1777,815,Wallace-Cox,72238.15
0,1778,2580,Davidson Inc,7291.43
0,1779,1225,Holden Group,25475.08
0,1780,1966,Mcdaniel Kane and Browning,58381.83
0,1781,1400,Solis-Martin,32122.3
0,1782,637,Hawkins Group,1916.38
0,1783,1000,Mills-Howe,70255.32
0,1784,2495,Jones White and Taylor,9514.82
0,1785,2901,Thomas-Raymond,30839.4
0,1786,602,Colon-Pham,63460.91
0,1787,2614,Aguirre Group,64089.56
0,1788,1388,Allen-Lozano,11861.56
0,1789,1626,Rivera-Sawyer,13808.58
0,1790,1278,Smith and Sons,55265.38
0,1791,260,Holland PLC,73125.76
0,1792,579,Nelson-Pham,69071.01
0,1793,860,Irwin-Mendez,9003.39
0,1794,938,Gates-Silva,1818.06
0,1795,1899,Finley Coleman and Garcia,52462.73
0,1796,2063,Coleman-Chapman,4483.27
0,1797,2488,Jensen Gallegos and King,11111.4
0,1798,1087,Howard PLC,70470.25
0,1799,2795,Moon Leonard and Hicks,63033.1
0,1800,2585,Wilson-Washington,28893.64
0,1801,714,Johnson Ltd,70981.12
0,1802,1589,Brown Moore and Webster,52683.24
1,1803,1122,Mcintosh Taylor and Brown,69657.47
0,1804,942,Patel Schneider and Terrell,44625.76
0,1805,1440,Ray-Rodriguez,17785.58
0,1806,819,Hurst-Myers,22754.46
0,1807,90,Clark Glass and Hoffman,37257.87
0,1808,1077,Vega Peters and Hall,35478.54
0,1809,836,Mason Cox and Lowe,65776.12
0,1810,1039,Anderson Group,39203.1
0,1811,1792,Fitzpatrick Mcknight and Ortiz,57776.53
0,1812,1644,Murphy Ltd,1560.88
0,1813,38,Cuevas Chambers and Smith,42903.35
0,1814,1046,Rose Cain and Wiggins,10397.97
0,1815,1473,Cruz Forbes and Chen,76332.31
0,1816,349,Hunt Ltd,72837.73
0,1817,2193,Garcia Salas and Johnson,1511.06
0,1818,2436,Harris Miller and Humphrey,19343.1
1,1819,804,Fischer and Sons,18498.91
0,1820,2164,Marquez Ramos and Horton,17949.1
0,1821,2520,Thomas-Phillips,23601.5
0,1822,2759,Wilson-Ward,54726.11
0,1823,914,Sanchez-Pineda,67624.59
0,1824,177,Weaver LLC,7531.79
0,1825,482,Spencer LLC,70097.64
0,1826,2737,Reed Walker and Snyder,22667.94
0,1827,1806,Glover Lyons and Baker,68891.98
0,1828,1850,Gay Campbell and Mckenzie,32526.9
0,1829,403,Newton-Reynolds,9204.89
0,1830,1350,Thomas Ltd,14324.42
0,1831,1902,Kim White and Watts,38568.19
0,1832,2825,Johnson Anderson and Roberts,43126.45
0,1833,2960,Miller LLC,17380.02
0,1834,2100,Johnson Freeman and Johnston,74357.02
0,1835,1869,Walsh PLC,31435.57
0,1836,2772,Wallace Hart and Miller,31566.24
0,1837,1134,Sloan Castillo and Lloyd,30139.4
0,1838,1382,Hoffman Smith and Foster,3387.31
0,1839,2946,Luna-Cox,8220.62
0,1840,2170,Ellis Group,61048.43
0,1841,1579,Moreno Finley and Holloway,45374.62
0,1842,1935,Brown Duncan and Richardson,42137.42
0,1843,527,Lee Ltd,66820.33
0,1844,432,Floyd-Rodriguez,45963.93
0,1845,1443,Lucas-Johnson,64549.77
0,1846,1607,Knight Group,2321.72
0,1847,2161,Vance Porter and Byrd,65595.75
0,1848,1471,Logan Inc,26449.86
0,1849,2367,Espinoza Miller and Hill,36366.42
0,1850,990,Shields-Jacobs,14736.96
0,1851,2602,Armstrong-Little,50257.47
0,1852,246,Warren LLC,19604.63
0,1853,444,Jimenez Ltd,76906.19
1,1854,988,Salazar Inc,78953.96
0,1855,717,Knox-Weber,36460.85
0,1856,121,Dalton-Wallace,19426.53
0,1857,1926,Patel Freeman and Allen,30419.99
0,1858,2788,Haley-Sherman,38055.63
0,1859,1174,Bowen Kelly and Hall,38783.98
0,1860,605,Cross-Glass,34392.33
0,1861,1373,Rivera-Carey,70717.77
0,1862,182,Bowers Group,36158.63
0,1863,391,Oliver-Murray,70127.73
1,1864,1696,Evans Stanley and Mcclure,72575.1
0,1865,1702,Vang Johnson and Gallegos,44969.63
0,1866,2204,Watkins Inc,37576.97
0,1867,2397,Garcia-Alvarez,57212.71
1,1868,2333,Wilkins Group,62485.87
0,1869,1515,Adams-Wade,70402.83
0,1870,2628,Lewis Reed and Jones,19125.63
0,1871,381,Green Inc,14801.14
0,1872,2180,Clarke Smith and Garcia,65563.29
0,1873,1498,White-Mcbride,26338.38
0,1874,1304,Butler Short and Avery,79719.3
0,1875,571,Lopez-Ramsey,21265.22
0,1876,1178,Mcneil Ltd,60770.83
0,1877,2117,Robbins-Dean,18250.77
0,1878,345,Poole LLC,79256.41
0,1879,1970,Riggs Brown and Hall,65907.85
0,1880,2555,Mitchell-Hill,9388.67
0,1881,1786,Sanford Hooper and Herman,42471.04
0,1882,955,Beck Rosario and Anderson,46522.79
0,1883,1897,Carter Mitchell and David,37207.32
